epoch,train_loss,val_loss,lr
1,7.338787879632867,67.47049713134766,0.001
2,4.991243442763453,32.108970642089844,0.001
3,4.5726770758628845,25.53645896911621,0.001
4,4.188748214555823,25.649959564208984,0.001
5,4.09660500028859,26.179182052612305,0.001
6,3.8369201836378677,23.745718002319336,0.001
7,3.7813301501066787,26.040067672729492,0.001
8,3.5992290921833203,25.798362731933594,0.001
9,3.5474271515141362,23.414730072021484,0.001
10,3.3922580856343973,23.954862594604492,0.001
11,3.3974213703818945,23.24811363220215,0.001
12,3.2642741825269614,24.681045532226562,0.001
13,3.241606127956639,24.273447036743164,0.001
14,3.2332838385001472,22.311586380004883,0.001
15,3.1142713207265604,22.27806854248047,0.001
16,3.1512542172618536,22.65437889099121,0.001
17,3.035768908003102,23.97037696838379,0.001
18,3.033430628154589,21.665475845336914,0.001
19,2.816984807667525,23.196006774902344,0.001
20,2.9625542954258295,22.232759475708008,0.001
21,2.7934652061566063,21.11942481994629,0.001
22,2.7806965903095575,22.67706298828125,0.001
23,2.8302970515645067,22.004287719726562,0.001
24,2.7017304689987847,22.611270904541016,0.001
25,2.7466625027034595,21.797874450683594,0.001
26,2.6571038974368055,21.44815444946289,0.001
27,2.60156832959341,20.877782821655273,0.001
28,2.5739932047284166,21.131237030029297,0.001
29,2.6161092610462853,22.35750961303711,0.001
30,2.529720147018847,21.332988739013672,0.001
31,2.5172199347744817,20.72872543334961,0.001
32,2.474724310895671,21.275386810302734,0.001
33,2.4190770737502887,21.03350257873535,0.001
34,2.3414766697779945,21.638423919677734,0.001
35,2.313423561013263,20.69844627380371,0.001
36,2.2826875266821487,20.998374938964844,0.001
37,2.2622044216031614,20.692508697509766,0.001
38,2.260584849378337,21.396949768066406,0.001
39,2.1703915259112483,20.425941467285156,0.001
40,2.220698883999949,22.402278900146484,0.001
41,2.138879833014115,20.27031898498535,0.001
42,2.128543487061625,20.07950210571289,0.001
43,1.9960517727810403,20.245044708251953,0.001
44,2.0547793844471807,22.533187866210938,0.001
45,2.063623360965563,21.787853240966797,0.001
46,1.9398990714031716,21.705883026123047,0.001
47,1.9774079024791718,20.961557388305664,0.001
48,1.9477557727824086,20.8467960357666,0.001
49,1.9301155688969984,20.801130294799805,0.001
50,1.9106268118257108,20.83413314819336,0.001
51,1.8793982383997545,22.011667251586914,0.001
52,1.8665643243686012,19.981212615966797,0.001
53,1.8059133861375891,19.46841049194336,0.001
54,1.7356281099112139,20.22433853149414,0.001
55,1.7089681651281274,19.588970184326172,0.001
56,1.7284106093904246,20.665199279785156,0.001
57,1.65922565628653,19.756803512573242,0.001
58,1.6362391107756158,19.437772750854492,0.001
59,1.6787254454001137,19.808927536010742,0.001
60,1.6347541854433392,19.399436950683594,0.001
61,1.5449408655581267,20.691190719604492,0.001
62,1.5661504935959112,19.439329147338867,0.001
63,1.4766509001669677,19.402332305908203,0.001
64,1.4801052160885022,19.501869201660156,0.001
65,1.4928774444953254,20.070613861083984,0.001
66,1.4700769127711006,20.168119430541992,0.001
67,1.5153912772303042,19.96487808227539,0.001
68,1.4209858697393667,19.444063186645508,0.001
69,1.4618694179731866,20.004262924194336,0.001
70,1.490705286031184,20.117855072021484,0.001
71,1.5021875124910604,21.14554214477539,0.001
72,1.4486593746620675,19.20756721496582,0.001
73,1.3790019232293833,20.342666625976562,0.001
74,1.315844353126443,19.97051239013672,0.001
75,1.2928132667489673,19.442523956298828,0.001
76,1.2812499883382216,21.788347244262695,0.001
77,1.2419934091360674,18.687204360961914,0.001
78,1.2302693951389063,20.13998794555664,0.001
79,1.278536441533462,19.705814361572266,0.001
80,1.2496416063412377,19.89175796508789,0.001
81,1.175204205772151,18.55306625366211,0.001
82,1.1241199591237565,19.282514572143555,0.001
83,1.0817696452140808,18.631742477416992,0.001
84,1.0984479817359343,18.65195655822754,0.001
85,1.1527092631744302,19.80617904663086,0.001
86,1.1553271626648696,20.2196044921875,0.001
87,1.0517529171446096,19.112815856933594,0.001
88,1.0597393486810767,18.536483764648438,0.001
89,1.0203358906766642,18.984928131103516,0.001
90,1.0479852000008458,18.792137145996094,0.001
91,1.0129627319781676,19.420175552368164,0.001
92,1.041491387978844,18.95025062561035,0.001
93,0.9933499250075092,19.367704391479492,0.001
94,1.0196433235769686,18.580278396606445,0.001
95,0.9988179770500764,18.643939971923828,0.001
96,0.9977344591980395,19.046432495117188,0.001
97,0.9633338376879692,19.807096481323242,0.001
98,1.0274513856224392,19.33170509338379,0.001
99,0.9576482371143673,18.519052505493164,0.001
100,0.9026632905006409,19.218996047973633,0.001
